label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,0.05039927363395691,-0.013315558433532715,-0.012121149338781834,0.10020771622657776,-0.06543540954589844,-0.016936028376221657,0.1278345286846161,-0.12257716059684753,-0.02264918014407158,0.12042006850242615,-0.17832064628601074,-0.025011751800775528,0.0863979160785675,-0.17313048243522644,-0.00500248558819294,0.11216706037521362,-0.22363826632499695,-0.026044629514217377,0.1031094491481781,-0.15134379267692566,-0.03416545316576958,0.08981755375862122,-0.11907193064689636,-0.03541962429881096,0.05944472551345825,-0.1849825084209442,-0.00791606493294239,0.0882188081741333,-0.224484384059906,-0.03039764054119587,0.07551923394203186,-0.14037784934043884,-0.03376474604010582,0.059285759925842285,-0.11741361021995544,-0.030142633244395256,0.028721153736114502,-0.18971124291419983,-0.014048558659851551,0.056447118520736694,-0.21091777086257935,-0.03821141645312309,0.04706853628158569,-0.13407066464424133,-0.03134671226143837,0.03242960572242737,-0.11719146370887756,-0.020011059939861298,-0.005805611610412598,-0.18935087323188782,-0.020757226273417473,0.023054569959640503,-0.20742860436439514,-0.03395222872495651,0.022693008184432983,-0.156132310628891,-0.024627231061458588,0.01047322154045105,-0.140804260969162,-0.013701100833714008
A,0.0,0.0,0.0,0.058208972215652466,-0.010549545288085938,-0.010203171521425247,0.1115434467792511,-0.055009424686431885,-0.012457447126507759,0.1391388177871704,-0.10427969694137573,-0.016050750389695168,0.13764938712120056,-0.1525028944015503,-0.01649317517876625,0.09789535403251648,-0.15687459707260132,0.004149287939071655,0.1250910758972168,-0.18942078948020935,-0.01438305526971817,0.11248639225959778,-0.12935376167297363,-0.025026638060808182,0.10209068655967712,-0.10952949523925781,-0.029468104243278503,0.07169747352600098,-0.17507478594779968,0.0014215573901310563,0.09626162052154541,-0.19860681891441345,-0.016663692891597748,0.08083432912826538,-0.13159653544425964,-0.021016348153352737,0.06898665428161621,-0.11894741654396057,-0.020035522058606148,0.04298943281173706,-0.1867814064025879,-0.005047687795013189,0.0688098669052124,-0.2039508819580078,-0.02376697212457657,0.05592244863510132,-0.1402147114276886,-0.01709750108420849,0.04365798830986023,-0.1273798942565918,-0.008093345910310745,0.011524975299835205,-0.1934000551700592,-0.01258893497288227,0.039137840270996094,-0.2021484375,-0.021938377991318703,0.033553898334503174,-0.156864196062088,-0.012808398343622684,0.02249276638031006,-0.14606666564941406,-0.00314338062889874
A,0.0,0.0,0.0,0.04291456937789917,-0.05170923471450806,-0.011324848048388958,0.07146736979484558,-0.13639912009239197,-0.015289458446204662,0.08154317736625671,-0.20706889033317566,-0.020257677882909775,0.06090936064720154,-0.24919313192367554,-0.022406551986932755,0.03428921103477478,-0.21573880314826965,-0.003077514935284853,0.04377838969230652,-0.27633726596832275,-0.02362976036965847,0.0527305006980896,-0.2080133557319641,-0.03238113224506378,0.04777848720550537,-0.1698051393032074,-0.03422187268733978,0.006739288568496704,-0.20652052760124207,-0.006314089987426996,0.019891023635864258,-0.2638115882873535,-0.029113739728927612,0.030501246452331543,-0.1791975200176239,-0.033180538564920425,0.023097872734069824,-0.14254707098007202,-0.029795102775096893,-0.022919386625289917,-0.18703332543373108,-0.012672130949795246,-0.005388408899307251,-0.23236936330795288,-0.038074005395174026,0.00598570704460144,-0.15336790680885315,-0.03125134855508804,-0.0020484626293182373,-0.12252733111381531,-0.019383186474442482,-0.05513903498649597,-0.1592390239238739,-0.019437240436673164,-0.03494173288345337,-0.200596421957016,-0.03453877940773964,-0.022439420223236084,-0.15005344152450562,-0.025261064991354942,-0.028691589832305908,-0.12357792258262634,-0.013930669985711575
A,0.0,0.0,0.0,0.04596713185310364,-0.05289095640182495,-0.010070240125060081,0.07575556635856628,-0.13411450386047363,-0.013687186874449253,0.08639910817146301,-0.20464354753494263,-0.01867753453552723,0.06531739234924316,-0.24736595153808594,-0.02089974656701088,0.040604621171951294,-0.21227440237998962,-0.0024959712754935026,0.0490325391292572,-0.2740047574043274,-0.02298145368695259,0.0574793815612793,-0.20660579204559326,-0.03142556920647621,0.05301707983016968,-0.16870132088661194,-0.03313105180859566,0.012670069932937622,-0.2054879069328308,-0.006381556391716003,0.025575578212738037,-0.2624785304069519,-0.029989494010806084,0.035267412662506104,-0.1783880889415741,-0.03451106697320938,0.028158366680145264,-0.14293521642684937,-0.031334031373262405,-0.01747000217437744,-0.18873286247253418,-0.013200363144278526,-0.00036653876304626465,-0.2327578365802765,-0.03941668942570686,0.009812682867050171,-0.15241479873657227,-0.032550688832998276,0.002073138952255249,-0.12239652872085571,-0.020444145426154137,-0.05033212900161743,-0.16304492950439453,-0.020304718986153603,-0.02959597110748291,-0.20305344462394714,-0.035814058035612106,-0.018373548984527588,-0.15061524510383606,-0.02640303410589695,-0.025119662284851074,-0.12451446056365967,-0.014904044568538666
A,0.0,0.0,0.0,0.04461589455604553,-0.04863393306732178,-0.011351491324603558,0.07584184408187866,-0.1289067566394806,-0.015688683837652206,0.08755823969841003,-0.19921165704727173,-0.020967034623026848,0.06690841913223267,-0.24209848046302795,-0.02343716286122799,0.03890576958656311,-0.21018052101135254,-0.0038220637943595648,0.05055925250053406,-0.2704651951789856,-0.024291707202792168,0.05908685922622681,-0.20156270265579224,-0.032795410603284836,0.05330231785774231,-0.16579294204711914,-0.03466317430138588,0.01164788007736206,-0.20364215970039368,-0.007239373400807381,0.027326524257659912,-0.26086050271987915,-0.030414031818509102,0.03579172492027283,-0.17566311359405518,-0.03485799580812454,0.025633931159973145,-0.14131268858909607,-0.03182528167963028,-0.01807260513305664,-0.18687602877616882,-0.013605925254523754,0.0008876025676727295,-0.23182836174964905,-0.039158549159765244,0.010285437107086182,-0.15245166420936584,-0.03219868242740631,0.00024148821830749512,-0.12408405542373657,-0.02038075216114521,-0.05096250772476196,-0.16206344962120056,-0.020325355231761932,-0.02987658977508545,-0.20330476760864258,-0.03531447425484657,-0.01825559139251709,-0.1518818736076355,-0.025641242042183876,-0.025686532258987427,-0.12596160173416138,-0.014159604907035828
A,0.0,0.0,0.0,0.04984331130981445,-0.03163266181945801,-0.010620646178722382,0.09220367670059204,-0.09701162576675415,-0.014429284259676933,0.11209866404533386,-0.16129568219184875,-0.019100653007626534,0.09674814343452454,-0.20596253871917725,-0.020656218752264977,0.059111714363098145,-0.1961042881011963,-0.0022656957153230906,0.07860890030860901,-0.2514915466308594,-0.020942598581314087,0.07897058129310608,-0.18075433373451233,-0.0286696907132864,0.06950181722640991,-0.15380465984344482,-0.0308473352342844,0.033018529415130615,-0.1969156265258789,-0.00559043837711215,0.055604130029678345,-0.24373608827590942,-0.025472167879343033,0.054939478635787964,-0.1623353362083435,-0.02881082333624363,0.04253539443016052,-0.1434456706047058,-0.02656031958758831,0.004214435815811157,-0.1893371045589447,-0.011955668218433857,0.028276056051254272,-0.22158008813858032,-0.03403095528483391,0.029727846384048462,-0.14858949184417725,-0.02719028666615486,0.017976313829421997,-0.13417768478393555,-0.017250152304768562,-0.02853795886039734,-0.1763530671596527,-0.018853984773159027,-0.0020683705806732178,-0.20168310403823853,-0.030779501423239708,0.003529757261276245,-0.1518455445766449,-0.021472396329045296,-0.006680786609649658,-0.13516175746917725,-0.011530151590704918
A,0.0,0.0,0.0,0.05579441785812378,0.018623769283294678,-0.013179953210055828,0.11207252740859985,0.0013150572776794434,-0.017023205757141113,0.14911067485809326,-0.03755420446395874,-0.022076589986681938,0.16036444902420044,-0.09685051441192627,-0.023687312379479408,0.12083745002746582,-0.09999793767929077,-3.9022346754791215e-05,0.15211141109466553,-0.13204902410507202,-0.020988767966628075,0.1260354220867157,-0.07661586999893188,-0.02969225123524666,0.10552054643630981,-0.056288838386535645,-0.03082982450723648,0.10066115856170654,-0.13175463676452637,-0.0019424068741500378,0.13121888041496277,-0.1602008044719696,-0.02420487254858017,0.10050731897354126,-0.09196510910987854,-0.0279671810567379,0.0803806483745575,-0.07581639289855957,-0.024153130128979683,0.07507717609405518,-0.16115421056747437,-0.0075390231795609,0.10553118586540222,-0.18968701362609863,-0.03187911584973335,0.07811325788497925,-0.11924579739570618,-0.02325085736811161,0.058399856090545654,-0.09889629483222961,-0.009732027538120747,0.043256670236587524,-0.19055908918380737,-0.01404142752289772,0.07326707243919373,-0.2123195230960846,-0.028272749856114388,0.060815900564193726,-0.16284576058387756,-0.018083125352859497,0.045582473278045654,-0.14403825998306274,-0.0053717452101409435
A,0.0,0.0,0.0,0.0557730495929718,0.016394853591918945,-0.012134790420532227,0.10994613170623779,-0.0028348565101623535,-0.015698323026299477,0.14734569191932678,-0.04024237394332886,-0.020926905795931816,0.1608286201953888,-0.09893688559532166,-0.022672684863209724,0.1189127266407013,-0.10105744004249573,0.0012705588014796376,0.15243607759475708,-0.1350812315940857,-0.019779430702328682,0.1263483166694641,-0.07732874155044556,-0.0281758401542902,0.10606846213340759,-0.05866450071334839,-0.029047835618257523,0.10000953078269958,-0.13111692667007446,-0.0014367909170687199,0.1336205005645752,-0.1600850522518158,-0.02377842366695404,0.10231223702430725,-0.0912615954875946,-0.02752745896577835,0.08139687776565552,-0.07822078466415405,-0.023615332320332527,0.07532396912574768,-0.1599915623664856,-0.007853096351027489,0.1089458167552948,-0.19001835584640503,-0.03242422267794609,0.08078527450561523,-0.11876648664474487,-0.02325320616364479,0.06034648418426514,-0.1002281904220581,-0.00930982455611229,0.04389554262161255,-0.18961012363433838,-0.015099035575985909,0.0759890079498291,-0.21312662959098816,-0.02983745001256466,0.0633649230003357,-0.1600915789604187,-0.019173359498381615,0.047490864992141724,-0.13838890194892883,-0.00599581329151988
A,0.0,0.0,0.0,0.05698004364967346,0.01424860954284668,-0.009532405063509941,0.11008214950561523,-0.00682598352432251,-0.01177204493433237,0.1442335844039917,-0.04397934675216675,-0.01608247123658657,0.15655517578125,-0.09974449872970581,-0.017128752544522285,0.11536100506782532,-0.0998709499835968,0.0023597509134560823,0.14872631430625916,-0.1359451413154602,-0.017517421394586563,0.12419497966766357,-0.07947790622711182,-0.024947455152869225,0.1027165949344635,-0.058775246143341064,-0.024993380531668663,0.09641686081886292,-0.12998279929161072,-0.0010739712743088603,0.12976157665252686,-0.16112157702445984,-0.022158365696668625,0.09978881478309631,-0.09352323412895203,-0.025110585615038872,0.07793211936950684,-0.07820218801498413,-0.020778801292181015,0.07175171375274658,-0.15914833545684814,-0.00793270394206047,0.10553732514381409,-0.19060972332954407,-0.031177686527371407,0.07865619659423828,-0.1200217604637146,-0.022190850228071213,0.05770161747932434,-0.09955751895904541,-0.008577468805015087,0.04054310917854309,-0.1887231469154358,-0.015396672300994396,0.07325965166091919,-0.21459707617759705,-0.02930128388106823,0.06163281202316284,-0.16202107071876526,-0.018774962052702904,0.04561150074005127,-0.13918766379356384,-0.005900989286601543
A,0.0,0.0,0.0,0.05352795124053955,-0.035148680210113525,-0.009747766889631748,0.09358647465705872,-0.10369676351547241,-0.012094524689018726,0.11296269297599792,-0.1729240119457245,-0.01640072651207447,0.0984945297241211,-0.22755402326583862,-0.01850910671055317,0.07080942392349243,-0.1917417049407959,0.0012371863704174757,0.08351591229438782,-0.253562867641449,-0.01907908357679844,0.07905325293540955,-0.18672332167625427,-0.028859863057732582,0.06950336694717407,-0.14666998386383057,-0.03100491501390934,0.042097508907318115,-0.19964569807052612,-0.001958298496901989,0.055730998516082764,-0.25852733850479126,-0.02303409017622471,0.05238315463066101,-0.1737435758113861,-0.027041876688599586,0.042724281549453735,-0.13477537035942078,-0.023715712130069733,0.009762406349182129,-0.19851839542388916,-0.008409214206039906,0.024067968130111694,-0.25823578238487244,-0.03188005089759827,0.02433505654335022,-0.17430680990219116,-0.024350706487894058,0.01609453558921814,-0.1329112946987152,-0.011907143518328667,-0.026900291442871094,-0.19039565324783325,-0.01543307676911354,-0.012452363967895508,-0.2462882697582245,-0.030362434685230255,-0.004494279623031616,-0.19241926074028015,-0.02144395373761654,-0.0066953301429748535,-0.15518566966056824,-0.00971048604696989
A,0.0,0.0,0.0,0.053070396184921265,-0.03706216812133789,-0.010928226634860039,0.09403187036514282,-0.10520848631858826,-0.014291112311184406,0.1144045889377594,-0.17372381687164307,-0.01950771175324917,0.10022073984146118,-0.23017865419387817,-0.022312134504318237,0.07085517048835754,-0.19205313920974731,0.000332271825755015,0.08397844433784485,-0.25238242745399475,-0.02122662216424942,0.08079177141189575,-0.18575215339660645,-0.03152342140674591,0.07122838497161865,-0.14558696746826172,-0.03362809866666794,0.04256409406661987,-0.20021694898605347,-0.0025877750013023615,0.0578540563583374,-0.25773167610168457,-0.025046011433005333,0.05475270748138428,-0.172450989484787,-0.029858306050300598,0.04367494583129883,-0.1342615783214569,-0.026798682287335396,0.010722458362579346,-0.19984561204910278,-0.008910157717764378,0.026447772979736328,-0.2600476145744324,-0.03328828513622284,0.02705588936805725,-0.175420343875885,-0.026109861209988594,0.01769357919692993,-0.13404008746147156,-0.01359525602310896,-0.025807231664657593,-0.19282522797584534,-0.01593414880335331,-0.0099860280752182,-0.2478601336479187,-0.031315773725509644,-0.0017142295837402344,-0.19524383544921875,-0.022766683250665665,-0.00467991828918457,-0.15908589959144592,-0.011112185195088387
A,0.0,0.0,0.0,0.054575830698013306,-0.03655970096588135,-0.011815423145890236,0.09724050760269165,-0.10346928238868713,-0.015392119996249676,0.11665961146354675,-0.1728333830833435,-0.02048593945801258,0.10061046481132507,-0.22788318991661072,-0.02322538197040558,0.07266432046890259,-0.19312286376953125,-0.00010932056466117501,0.08692306280136108,-0.24919244647026062,-0.020714616402983665,0.08336743712425232,-0.18352046608924866,-0.030895257368683815,0.07389914989471436,-0.1450653374195099,-0.03336881846189499,0.044789403676986694,-0.20184162259101868,-0.002499978058040142,0.06131747364997864,-0.25699886679649353,-0.02434464357793331,0.057533085346221924,-0.17335355281829834,-0.029446113854646683,0.04647183418273926,-0.13473230600357056,-0.026802361011505127,0.013373076915740967,-0.20226478576660156,-0.00821259617805481,0.02920493483543396,-0.26043498516082764,-0.03178989887237549,0.029377877712249756,-0.1781597137451172,-0.025322604924440384,0.02018296718597412,-0.13643532991409302,-0.013566802255809307,-0.022809043526649475,-0.1959235966205597,-0.014720807783305645,-0.007114678621292114,-0.2496953010559082,-0.029646994546055794,0.0006370246410369873,-0.1982928216457367,-0.02155417762696743,-0.0023970305919647217,-0.16213637590408325,-0.010419062338769436
A,0.0,0.0,0.0,0.05268612504005432,-0.030612528324127197,-0.010978493839502335,0.09585195779800415,-0.09534913301467896,-0.014391371048986912,0.11764112114906311,-0.1614837944507599,-0.019426697865128517,0.10308977961540222,-0.21584835648536682,-0.022016867995262146,0.07243508100509644,-0.1850527822971344,-0.0016967850970104337,0.08886176347732544,-0.246077299118042,-0.02244742028415203,0.0842180848121643,-0.17891040444374084,-0.03190810605883598,0.07299655675888062,-0.13891592621803284,-0.03360579535365105,0.044876813888549805,-0.1945720613002777,-0.004474880639463663,0.06299284100532532,-0.25074678659439087,-0.026159733533859253,0.058129578828811646,-0.1670142412185669,-0.03034818358719349,0.04561758041381836,-0.1293247640132904,-0.027115236967802048,0.013331711292266846,-0.19634464383125305,-0.010435201227664948,0.03160789608955383,-0.2544875741004944,-0.033372875303030014,0.030751317739486694,-0.17199945449829102,-0.025915969163179398,0.020062953233718872,-0.13166099786758423,-0.013743123039603233,-0.022860810160636902,-0.19242769479751587,-0.017135104164481163,-0.004837214946746826,-0.2443242073059082,-0.03105284832417965,0.002140611410140991,-0.1925983726978302,-0.022115007042884827,-0.0026706159114837646,-0.1578160524368286,-0.010667163878679276
A,0.0,0.0,0.0,0.0541834831237793,-0.03590971231460571,-0.009435112588107586,0.09596747159957886,-0.10218304395675659,-0.012196134775876999,0.11681023240089417,-0.16725406050682068,-0.017125843092799187,0.10309448838233948,-0.22186511754989624,-0.01982242800295353,0.07238700985908508,-0.1885232925415039,0.0007897894829511642,0.08855551481246948,-0.24951741099357605,-0.01982835680246353,0.08483999967575073,-0.18350744247436523,-0.02977610193192959,0.07403919100761414,-0.14377477765083313,-0.03190946951508522,0.04505884647369385,-0.19716238975524902,-0.00278226169757545,0.0631929337978363,-0.2548418343067169,-0.02435675449669361,0.05920380353927612,-0.1719597578048706,-0.029235687106847763,0.04688897728919983,-0.13383233547210693,-0.02657247707247734,0.013411641120910645,-0.1980886459350586,-0.009498541243374348,0.031824469566345215,-0.25939685106277466,-0.03258809074759483,0.031805455684661865,-0.17684799432754517,-0.025645894929766655,0.021238654851913452,-0.13539597392082214,-0.013758760876953602,-0.02332538366317749,-0.1925559639930725,-0.016839701682329178,-0.005332887172698975,-0.24748149514198303,-0.031417980790138245,0.0028940141201019287,-0.19575363397598267,-0.02292485535144806,-0.0010223090648651123,-0.1593509316444397,-0.011666725389659405
A,0.0,0.0,0.0,0.05562710762023926,-0.03739649057388306,-0.009209253825247288,0.09741830825805664,-0.10497292876243591,-0.011635329574346542,0.1180306077003479,-0.17082729935646057,-0.01632862724363804,0.104768306016922,-0.22634410858154297,-0.018567809835076332,0.07388845086097717,-0.19183620810508728,0.0022267785388976336,0.09011104702949524,-0.2526516914367676,-0.018372196704149246,0.08569669723510742,-0.18491578102111816,-0.027968136593699455,0.07471555471420288,-0.14551639556884766,-0.029814764857292175,0.046859920024871826,-0.20054128766059875,-0.0014810910215601325,0.06529122591018677,-0.25706058740615845,-0.02342904917895794,0.060033559799194336,-0.17241722345352173,-0.02810421958565712,0.047286421060562134,-0.1353110373020172,-0.025060677900910378,0.015549659729003906,-0.20198342204093933,-0.008436808362603188,0.034266114234924316,-0.26196423172950745,-0.03206085413694382,0.032652825117111206,-0.1773378849029541,-0.02443135902285576,0.02152729034423828,-0.13685855269432068,-0.011817527003586292,-0.021090596914291382,-0.19716832041740417,-0.0160116795450449,-0.002069443464279175,-0.24994120001792908,-0.030658476054668427,0.004386991262435913,-0.1959517002105713,-0.02145126275718212,-0.0008285045623779297,-0.16062864661216736,-0.009534361772239208
A,0.0,0.0,0.0,0.055407971143722534,-0.03687310218811035,-0.00965178944170475,0.0973803699016571,-0.10320702195167542,-0.012361875735223293,0.11811459064483643,-0.1693035364151001,-0.01712295599281788,0.10511195659637451,-0.22550150752067566,-0.01928582601249218,0.07344329357147217,-0.19253429770469666,0.0012353644706308842,0.09019994735717773,-0.25127503275871277,-0.018508147448301315,0.08664000034332275,-0.18274623155593872,-0.026974286884069443,0.07557064294815063,-0.14539870619773865,-0.028288204222917557,0.0467241108417511,-0.20093384385108948,-0.002279012929648161,0.06534191966056824,-0.2559543251991272,-0.023725733160972595,0.060742735862731934,-0.17086046934127808,-0.02794783189892769,0.047602295875549316,-0.13569507002830505,-0.02483627386391163,0.015496492385864258,-0.20187616348266602,-0.008946235291659832,0.03503581881523132,-0.2610425651073456,-0.032445769757032394,0.0341302752494812,-0.17661714553833008,-0.024730687960982323,0.022472888231277466,-0.13781455159187317,-0.012263349257409573,-0.021476030349731445,-0.19641447067260742,-0.016200052574276924,-0.0019230842590332031,-0.2486741542816162,-0.03106946125626564,0.0055245161056518555,-0.1951693892478943,-0.02200961485505104,0.0003421902656555176,-0.16063785552978516,-0.010262321680784225
A,0.0,0.0,0.0,0.055242180824279785,-0.03549456596374512,-0.009838089346885681,0.09713488817214966,-0.10315966606140137,-0.012489713728427887,0.11742326617240906,-0.16942930221557617,-0.017118418589234352,0.10432898998260498,-0.22497832775115967,-0.01908884383738041,0.07275786995887756,-0.19002342224121094,0.00026923371478915215,0.08902668952941895,-0.25117260217666626,-0.019768541678786278,0.08560016751289368,-0.18194448947906494,-0.027992289513349533,0.07450899481773376,-0.14404329657554626,-0.028990482911467552,0.04595464468002319,-0.19872337579727173,-0.003155263140797615,0.06479722261428833,-0.2552759051322937,-0.024966301396489143,0.06019333004951477,-0.1695367693901062,-0.029005296528339386,0.04660561680793762,-0.13432928919792175,-0.025664182379841805,0.014777690172195435,-0.200336754322052,-0.009734909981489182,0.03425037860870361,-0.2602526545524597,-0.033392179757356644,0.033415406942367554,-0.17555251717567444,-0.025659779086709023,0.021615415811538696,-0.13696768879890442,-0.013152741827070713,-0.021963119506835938,-0.19599765539169312,-0.016912469640374184,-0.002401590347290039,-0.24939340353012085,-0.031748466193675995,0.005126208066940308,-0.19571533799171448,-0.02275257743895054,-0.00023373961448669434,-0.16101086139678955,-0.011127009056508541
A,0.0,0.0,0.0,0.053412437438964844,-0.03038036823272705,-0.010192601941525936,0.09358906745910645,-0.09828254580497742,-0.011835849843919277,0.10825011134147644,-0.1641489863395691,-0.015107096172869205,0.10007789731025696,-0.21944111585617065,-0.015901628881692886,0.0679943859577179,-0.1808168888092041,0.0007662610150873661,0.08436024188995361,-0.23936310410499573,-0.01943962275981903,0.08120012283325195,-0.17544075846672058,-0.028221461921930313,0.07053226232528687,-0.13815611600875854,-0.02952132187783718,0.04075658321380615,-0.18942230939865112,-0.0017914193449541926,0.05973118543624878,-0.24479812383651733,-0.023043526336550713,0.05504286289215088,-0.16368389129638672,-0.027079416438937187,0.04201635718345642,-0.13055303692817688,-0.02380177192389965,0.009494930505752563,-0.19071385264396667,-0.007681536488234997,0.027616411447525024,-0.24950724840164185,-0.031495556235313416,0.026779085397720337,-0.16846871376037598,-0.024096166715025902,0.015979021787643433,-0.1320202350616455,-0.01177047286182642,-0.027122199535369873,-0.18578067421913147,-0.014054310508072376,-0.009332135319709778,-0.2389082908630371,-0.028808260336518288,-0.0019467473030090332,-0.18797171115875244,-0.01986212283372879,-0.006309390068054199,-0.15583214163780212,-0.008317790925502777
A,0.0,0.0,0.0,0.053088754415512085,-0.038260042667388916,-0.008608344942331314,0.09227445721626282,-0.10761785507202148,-0.010665499605238438,0.1109771728515625,-0.17266348004341125,-0.014971135184168816,0.09799757599830627,-0.22695216536521912,-0.016909237951040268,0.068510502576828,-0.19097566604614258,0.0022713749203830957,0.0835297703742981,-0.2511395215988159,-0.017551438882946968,0.08189094066619873,-0.18583473563194275,-0.026508091017603874,0.07223206758499146,-0.14727342128753662,-0.02804168313741684,0.04153740406036377,-0.198200523853302,-0.0014803244266659021,0.058619409799575806,-0.25381195545196533,-0.02244202233850956,0.05572456121444702,-0.17029714584350586,-0.026492178440093994,0.04374951124191284,-0.13440832495689392,-0.023338666185736656,0.009969115257263184,-0.1978122889995575,-0.00844051968306303,0.02809038758277893,-0.2560344934463501,-0.03158693015575409,0.028244704008102417,-0.17368102073669434,-0.023996183648705482,0.017554521560668945,-0.135259747505188,-0.011720663867890835,-0.026759058237075806,-0.19095829129219055,-0.01588689163327217,-0.008333608508110046,-0.24331551790237427,-0.03009704314172268,-0.0008590817451477051,-0.1918182075023651,-0.020867714658379555,-0.005858093500137329,-0.15849247574806213,-0.00923967082053423
A,0.0,0.0,0.0,0.05107814073562622,-0.03521919250488281,-0.009960712864995003,0.09266805648803711,-0.10859936475753784,-0.013120950199663639,0.11114692687988281,-0.1774303913116455,-0.01766577921807766,0.09382462501525879,-0.2239583134651184,-0.01923498511314392,0.06632232666015625,-0.19892922043800354,-0.0038024988025426865,0.07939597964286804,-0.26435011625289917,-0.024617960676550865,0.07877844572067261,-0.19287174940109253,-0.033728938549757004,0.07194000482559204,-0.15885818004608154,-0.03623167425394058,0.035131484270095825,-0.19942700862884521,-0.007756334263831377,0.04849058389663696,-0.2533726096153259,-0.0288515854626894,0.04993036389350891,-0.1696019172668457,-0.03209413215517998,0.042211323976516724,-0.14509537816047668,-0.02956114336848259,0.002219662070274353,-0.18947073817253113,-0.014764669351279736,0.01729646325111389,-0.23426401615142822,-0.03760978579521179,0.021768778562545776,-0.15577766299247742,-0.029353667050600052,0.01462334394454956,-0.13239780068397522,-0.018115144222974777,-0.033495575189590454,-0.17351403832435608,-0.022357700392603874,-0.016630098223686218,-0.2116483747959137,-0.03486669808626175,-0.008443981409072876,-0.1622505486011505,-0.024777697399258614,-0.013399079442024231,-0.1410185992717743,-0.013850787654519081
A,0.0,0.0,0.0,0.05000557005405426,-0.0325203537940979,-0.010432669892907143,0.09078390896320343,-0.10754814743995667,-0.013365919701755047,0.10958026349544525,-0.17784935235977173,-0.017400208860635757,0.09180422127246857,-0.2236563265323639,-0.01815512217581272,0.06636311113834381,-0.19683793187141418,-0.004809937905520201,0.07753919064998627,-0.26385819911956787,-0.02640254609286785,0.07442198693752289,-0.19143036007881165,-0.03459873050451279,0.06784312427043915,-0.15485221147537231,-0.035972896963357925,0.03549186885356903,-0.19816485047340393,-0.00852580089122057,0.04758690297603607,-0.25512269139289856,-0.032352253794670105,0.04689948260784149,-0.16711682081222534,-0.03539498150348663,0.04003347456455231,-0.13880294561386108,-0.03150397166609764,0.003004893660545349,-0.18968462944030762,-0.015195841901004314,0.015128329396247864,-0.23810982704162598,-0.04092397540807724,0.018675491213798523,-0.15426233410835266,-0.0314345583319664,0.01300165057182312,-0.12713229656219482,-0.018021686002612114,-0.032734453678131104,-0.17533600330352783,-0.022358274087309837,-0.017224594950675964,-0.21783095598220825,-0.03707679361104965,-0.009759247303009033,-0.16300350427627563,-0.026228267699480057,-0.014115393161773682,-0.1380191445350647,-0.013811442069709301
A,0.0,0.0,0.0,0.05167284607887268,-0.030741572380065918,-0.010761642828583717,0.09348013997077942,-0.10442677140235901,-0.01348897535353899,0.1119554340839386,-0.1777302622795105,-0.017167186364531517,0.09326174855232239,-0.22549879550933838,-0.017484545707702637,0.06897324323654175,-0.1926479935646057,-0.004066311288625002,0.08007225394248962,-0.2603611946105957,-0.02523791417479515,0.07647040486335754,-0.18732476234436035,-0.03284856677055359,0.07047101855278015,-0.15320593118667603,-0.03397320210933685,0.03866410255432129,-0.19526374340057373,-0.007341395132243633,0.050139933824539185,-0.25266170501708984,-0.03115461952984333,0.04878208041191101,-0.1644062101840973,-0.03380655497312546,0.04215061664581299,-0.1373692750930786,-0.02957364358007908,0.006309598684310913,-0.18808501958847046,-0.013615786097943783,0.01819285750389099,-0.23836618661880493,-0.03962397202849388,0.0204160213470459,-0.15284907817840576,-0.029571736231446266,0.014631301164627075,-0.12583273649215698,-0.015623309649527073,-0.0295170396566391,-0.17502546310424805,-0.020369667559862137,-0.014652401208877563,-0.21839368343353271,-0.03516316041350365,-0.00811178982257843,-0.16172322630882263,-0.02406814694404602,-0.01247619092464447,-0.13629961013793945,-0.011402207426726818
A,0.0,0.0,0.0,0.042612433433532715,-0.032597124576568604,-0.01799408346414566,0.08348286151885986,-0.10721531510353088,-0.02740447223186493,0.09945133328437805,-0.1729983687400818,-0.03608989343047142,0.07986041903495789,-0.2096046805381775,-0.040567513555288315,0.04308399558067322,-0.2280336320400238,-0.011352697387337685,0.06561201810836792,-0.24710243940353394,-0.03408648818731308,0.0654553472995758,-0.17572829127311707,-0.042401023209095,0.05550646781921387,-0.15725821256637573,-0.044969622045755386,0.010461956262588501,-0.23232442140579224,-0.012422661297023296,0.038330912590026855,-0.21950888633728027,-0.03423047065734863,0.03942418098449707,-0.13493919372558594,-0.03571433946490288,0.02813020348548889,-0.13913723826408386,-0.03188137710094452,-0.02006259560585022,-0.21486765146255493,-0.017260553315281868,0.006757467985153198,-0.18857809901237488,-0.0413905531167984,0.011627137660980225,-0.11703923344612122,-0.03470352292060852,0.0018870234489440918,-0.12166023254394531,-0.025047332048416138,-0.04865992069244385,-0.18803149461746216,-0.023535894230008125,-0.024917975068092346,-0.16524112224578857,-0.037713970988988876,-0.01636442542076111,-0.1170063316822052,-0.031410787254571915,-0.023025065660476685,-0.11581790447235107,-0.022820835933089256
